類別	編號	名稱	地址	縣市	鄉鎮	經度	緯度
公車站牌	1000548	捷運景美站	羅斯福路六段393號(向北)	Taipei		121.540761674692	24.9923660373449	
公車站牌	1000551	加油站	寶橋路156號前(向東)	Taipei		121.548718	24.977096	
公車站牌	1000552	電子公司	寶橋路222號前(向東)	Taipei		121.551231544066	24.9786235157248	
公車站牌	1000553	木新市場	木新路三段(向東)	Taipei		121.5583622	24.98100977	
公車站牌	1000554	力行國小	木新路三段32段188號(向東)	Taipei		121.559783932422	24.9813802657801	
公車站牌	1000555	涼州重慶路口	涼州街30號往東30公尺處(同向)(向東)	Taipei		121.512933	25.060697	
公車站牌	1000557	遠東世紀	寶橋路(向南)	Taipei		121.551066	24.983425	
公車站牌	1000558	全球工業總部	新北市新店區寶橋路235巷11號(向南)	Taipei		121.551537	24.980281	
公車站牌	1000559	水源路口	汀州路二段258號(向南)	Taipei		121.524829613285	25.0214243649503	
公車站牌	1000570	捷運頭前庄站(思源路)	思源路49號(向南)	Taipei		121.459856	25.040005	
公車站牌	10006	連城錦和路口(暫時裁撤)	連城路224號(向西)	Taipei		121.4902015	24.99645348	
公車站牌	1000600	玉成公園(成福)	成福路(向南)	Taipei		121.587113	25.042359	
公車站牌	1000601	聯合醫院忠孝院區(同德)	同德路(向西)	Taipei		121.586251788683	25.0462378312467	
公車站牌	1000604	捷運頭前庄站	中正路54號(向南)	Taipei		121.462079	25.040058	
公車站牌	1000605	捷運新莊站(地政事務所)	中華路一段8號(向北)	Taipei		121.4520762	25.03679078	
公車站牌	1000606	中美市場	中華路一段180號(向北)	Taipei		121.4527197	25.04201587	
公車站牌	1000608	永嶺	仰德大道二段88巷旁(向北)	Taipei		121.5453823	25.10696523	
公車站牌	1000609	永福(林語堂故居)	仰德大道二段122號旁(向北)	Taipei		121.547020026043	25.1092441758524	
公車站牌	1000611	新安	仰德大道三段240號(向北)	Taipei		121.550228	25.124863	
公車站牌	1000612	下竹林	仰德大道四段(向北)	Taipei		121.547624545151	25.1297799480943	
公車站牌	1000613	磺溪底	格致路(向南)	Taipei		121.5496272	25.14086137	
公車站牌	1000614	福音	仰德大道三段5巷巷口南側候車亭(向南)	Taipei		121.550310398218	25.1140124257428	
公車站牌	1000615	華興中學	仰德大道一段101號對面(向北)	Taipei		121.538359218545	25.104112892574	
公車站牌	1000616	芝蘭新村	仰德大道一段上過圓環旁(向南)	Taipei		121.536903542185	25.1069424036663	
公車站牌	1000618	士林官邸(中正)	中正路與福林路交叉口西南側候車亭(向東)	Taipei		121.531395	25.096324	
公車站牌	1000619	岩山里	仰德大道一段24巷1號旁(向北)	Taipei		121.537708683954	25.101779204864	
公車站牌	1000620	陽明教養院	仰德大道二段161巷斜對面(向北)	Taipei		121.548654	25.110508	
公車站牌	1000621	明德新村	仰德大道三段86號對面(向北)	Taipei		121.55309856093	25.1205163883707	
公車站牌	1000622	白雲山莊	仰德大道三段122號(向北)	Taipei		121.5516221	25.12291699	
公車站牌	1000628	一女中(重慶)	重慶南路一段(向北)	Taipei		121.512761	25.037508	
公車站牌	1000630	塔悠路	塔悠路(向北)	Taipei		121.56886	25.060955	
公車站牌	1000631	撫遠抽水站	塔悠路(向北)	Taipei		121.5685767	25.06222844	
公車站牌	1000632	莊敬里	撫遠街(向南)	Taipei		121.565572	25.065033	
公車站牌	1000634	廣福國小	學府路一段(向北)	Taipei		121.454507	24.986743	
公車站牌	1000636	富貴新村	懷德街(向北)	Taipei		121.480675	25.028821	
公車站牌	1000637	江翠國小	文聖街(向西)	Taipei		121.475313	25.032472	
公車站牌	1000643	成福宮	台北市南港區成福路257號(向北)	Taipei		121.5904127	25.03836032	
公車站牌	1000650	樓厝一	蘆洲區民族路312號(向西)	Taipei		121.477381	25.090142	
公車站牌	1000651	捷運菜寮站	重新路3段捷運菜寮站A出入口前(向南)	Taipei		121.490697	25.059479	
公車站牌	1000653	重慶忠孝路口	重慶路221號(向北)	Taipei		121.4629351	25.00140266	
公車站牌	1000654	重慶忠孝路口	重慶路232號(向南)	Taipei		121.4627049	25.00172351	
公車站牌	1000656	忠孝路	忠孝路83號(向西)	Taipei		121.462176	25.002233	
公車站牌	1000659	忠孝路	忠孝路110號(向東)	Taipei		121.462307	25.002151	
公車站牌	1000660	信義路	國慶路7號對面(向東)	Taipei		121.457737	24.99528	
公車站牌	1000661	南雅站	四川路二段130巷旁(向南)	Taipei		121.450284	24.993911	
公車站牌	1000662	土城站	土城區中央路一段(向西)	Taipei		121.444138	24.980739	
公車站牌	1000666	中影八德大樓	八德路二段(向西)	Taipei		121.5409163	25.04701628	
公車站牌	1000667	松山商職(松山)	松山路580號(向南)	Taipei		121.5783351	25.03657648	
公車站牌	1000669	景福街	景福街(向東)	Taipei		121.5363395	24.99550417	
公車站牌	1000672	吉林國小	吉林路69號對面(向南)	Taipei		121.529972633353	25.0541988929268	
公車站牌	1000675	中山北路口	德行西路17號(向西)	Taipei		121.524101015012	25.1061831779426	
公車站牌	1000677	東湖國中	康樂路150號對面(向北)	Taipei		121.6194588	25.07287274	
公車站牌	1000680	萬芳社區	軍功路(向北)	Taipei		121.571969627588	25.0028541470424	
公車站牌	1000683	後車站	重慶北路1段22號旁(向南)	Taipei		121.513492880946	25.0505035972946	
公車站牌	1000684	萬芳社區	軍功路(向南)	Taipei		121.5717464	25.0026486	
公車站牌	1000688	消防局(松仁)	松仁路28號(向南)	Taipei		121.568335	25.039478	
公車站牌	1000695	捷運劍南路站	北安路845號(向西)	Taipei		121.554679973632	25.0852714154037	
公車站牌	1000698	捷運西湖站	臺北市內湖區內湖路一段254號前候車亭(向東)	Taipei		121.565884872161	25.0821974042872	
公車站牌	10007	連城中正路口	連城路292號(向西)	Taipei		121.484217	24.996296	
公車站牌	1000705	中和區公所(景平路)	景平路509號對面(向東)	Taipei		121.499722	24.998362	
公車站牌	1000706	光華新村(安康路)	安康路1段308號(向西)	Taipei		121.5182441	24.96414395	
公車站牌	1000707	關渡宮	知行路(向北)	Taipei		121.465117210312	25.1178447660379	
公車站牌	1000710	竹圍國小自強分校	自強路10號前(向西)	Taipei		121.4642237	25.12566203	
公車站牌	1000712	中山市場	中山北路1段117號(向北)	Taipei		121.522081	25.050519	
公車站牌	1000723	捷運西湖站	內湖路1段277號(向西)	Taipei		121.565868143978	25.0824213906562	
公車站牌	1000732	秀湖	成功路4段307號(向東)	Taipei		121.5983	25.08459663	
公車站牌	1000734	康樂街	康樂街116號對面(向北)	Taipei		121.6191996	25.07119075	
公車站牌	1000737	金龍里	成功路四段220號(向西)	Taipei		121.59638478301	25.0845601194501	
公車站牌	1000743	新光醫院	文昌路46號(向南)	Taipei		121.52135	25.095531	
公車站牌	1000751	興隆路口(辛亥)	台北市文山區辛亥路4段227號(向北)	Taipei		121.555211	25.001741	
公車站牌	1000755	南港高工(重陽)	重陽路359號對面(向東)	Taipei		121.60707	25.058155	
公車站牌	1000757	溝子口(幸福華興)	台北市文山區辛亥路6段92號對面同向(向北)	Taipei		121.5524331	24.98848123	
公車站牌	1000758	南門	台北市南昌路一段1號(向北)	Taipei		121.51568	25.033381	
公車站牌	1000760	溝子口(幸福華興)	台北市文山區辛亥路6段92號同向(向南)	Taipei		121.5521689	24.9886685	
公車站牌	1000762	水源路口	汀州路二段(向北)	Taipei		121.525083045325	25.0214728907771	
公車站牌	1000764	臺灣警察專科學校	興隆路三段206巷口對側以南(警察學校大門口南側)(向北)	Taipei		121.559454005999	24.9976773266786	
公車站牌	1000766	榮星花園	建國北路3段28號(向南)	Taipei		121.536726116591	25.0639456066029	
公車站牌	1000769	捷運萬芳醫院站	興隆路三段84-96號(向東)	Taipei		121.556845	24.999571	
公車站牌	1000770	臺灣警察專科學校	興隆路三段172號(向南)	Taipei		121.558494894192	24.9982684874929	
公車站牌	1000773	榮星花園	建國北路(向北)	Taipei		121.537312217665	25.0633460603116	
公車站牌	1000774	慈音山莊	老泉街26巷11號(向東)	Taipei		121.5669953	24.96647575	
公車站牌	1000775	頭前里	化成路410號(向北)	Taipei		121.4660724	25.05098383	
公車站牌	1000777	頭前國小	化成路542號(向北)	Taipei		121.466344	25.05315368	
公車站牌	1000778	化成新北大道路口	化成路421號(向南)	Taipei		121.464999	25.059503	
公車站牌	1000779	永春高中	松山路大都會客運松職站停車場旁(向南)	Taipei		121.5796725	25.03348445	
公車站牌	1000782	材試所	新泰路232號同向(向西)	Taipei		121.446550274473	25.0392309454827	
公車站牌	1000783	新泰國中南站	新泰路282號同向(向北)	Taipei		121.445653	25.040714	
公車站牌	1000784	新莊棒球場(立功里立德里)	復興路一段27號對面候車亭(向東)	Taipei		121.4462053	25.04176296	
公車站牌	1000785	新莊體育場(立功里)	復興路一段67號對面候車亭(向東)	Taipei		121.4479529	25.04248156	
公車站牌	1000786	新莊田徑場(中和里)	復興路一段195號對面候車亭(向東)	Taipei		121.4520289	25.04352969	
公車站牌	1000788	幸福思源路口	幸福路45號(向東)	Taipei		121.4578878	25.04938692	
公車站牌	1000790	合誠宮	合誠宮前(向南)	Taipei		121.5743095	25.13093622	
公車站牌	1000791	鄭厝	平菁街(向北)	Taipei		121.5719853	25.13786794	
公車站牌	1000797	黃昏市場	大忠街49號(向南)	Taipei		121.4450254	25.17682678	
公車站牌	1000798	安老所	中正東路二段183號對面(向南)	Taipei		121.45955	25.14527	
公車站牌	1000799	馬偕醫院	民權路27號對面(向南)	Taipei		121.459512416448	25.1407116274274	
公車站牌	10008	連城路	連城路328號同向(向南)	Taipei		121.482785606469	24.9957461676306	
公車站牌	1000801	板橋國中(435藝文特區)	中正路332-10號及332-11號(向北)	Taipei		121.45431	25.022921	
公車站牌	1000802	自來水博物館(太子學舍)	台北市中正區思源街12號對面(向北)	Taipei		121.531685	25.014457	
公車站牌	1000803	飛航服務總臺	濱江街362號大門東側(向東)	Taipei		121.5514865	25.07210569	
公車站牌	1000806	捷運松江南京站	松江路122號同向(捷運松江南京站號出口)往光華(向南)	Taipei		121.5329812	25.05228153	
公車站牌	1000807	財政園區	羅斯福路6段146號北側天橋下(向南)	Taipei		121.54099	24.995846	
公車站牌	1000808	財政園區	羅斯福路六段6段235號前天橋下(向北)	Taipei		121.5413365	24.99545268	
公車站牌	1000810	莊敬里	撫遠街(向北)	Taipei		121.5657277	25.06530387	
公車站牌	1000811	上塔悠	塔悠路(向西)	Taipei		121.5645684	25.07081009	
公車站牌	1000812	下塔悠	塔悠路(向西)	Taipei		121.5564885	25.07240355	
公車站牌	1000829	仁愛街	仁愛街(向西)	Taipei		121.4897568	25.08184874	
公車站牌	1000830	鶴齡協會	環河北路三段(向西)	Taipei		121.4966618	25.08581689	
公車站牌	1000832	碧華寺	溪尾街(向南)	Taipei		121.487314	25.083457	
公車站牌	1000835	新湖民善街口(一)	新湖一路、民善街口第1支燈桿(向西)	Taipei		121.575500691569	25.0585898388511	
公車站牌	1000842	新北大道路口	新北大道二段135號(向東)	Taipei		121.465274	25.061164	
公車站牌	1000843	天台廣場	重新路二段46號(向北)	Taipei		121.498323	25.062277	
公車站牌	1000846	鳳山街口	新北市新莊區鳳山街口(向南)	Taipei		121.4129393	25.0248157	
公車站牌	1000847	正守公園	長安東路二段(向西)	Taipei		121.5287418	25.04827485	
公車站牌	1000848	長安林森路口	長安東路一段(向西)	Taipei		121.5255434	25.04902285	
公車站牌	1000850	華齡街	華齡街27號(向南)	Taipei		121.5193796	25.08302155	
公車站牌	1000851	指南宮	萬壽路85號(向北)	Taipei		121.585437474256	24.9812125534647	
公車站牌	1000854	新光路口	指南路29號前(向西)	Taipei		121.573881732316	24.9880845060964	
公車站牌	1000855	指南路	指南路一段33號(向西)	Taipei		121.56997997801	24.987746922127	
公車站牌	1000857	文山運動中心(萬芳)	萬芳路和興隆路3段交叉口東北側(向西)	Taipei		121.5603813	24.99706037	
公車站牌	1000858	興德國小	興隆路二段213號(向西)	Taipei		121.550073640107	25.0009828977016	
公車站牌	1000859	指南宮	萬壽路(向南)	Taipei		121.5851995	24.98134487	
公車站牌	1000862	行仁里	龍江路(向北)	Taipei		121.5410055	25.06578312	
公車站牌	1000864	金泰公園	舊宗路二段(向北)	Taipei		121.5674816	25.07803318	
公車站牌	1000866	鄉長路一段	鄉長路一段21號(向南)	Taipei		121.66504010128	25.0741682394737	
公車站牌	1000867	建民里一	承德路六段313巷南側(向北)	Taipei		121.512059	25.105346	
公車站牌	1000869	摩登家庭社區	忠孝東路(向南)	Taipei		121.665938786409	25.0718638857203	
公車站牌	1000871	鳳山街口	中正路(向北)	Taipei		121.4131231	25.02484743	
公車站牌	1000894	大同分局	寧夏路128號(向北)	Taipei		121.51466338277	25.060110116537	
公車站牌	1000895	瑞光港墘路口	瑞光路356號對面候車亭(向西)	Taipei		121.573134	25.077273	
公車站牌	1000896	仁寶大樓	瑞光路500號對面(向西)	Taipei		121.568256	25.079478	
公車站牌	1000897	瑞光路	瑞光路245號前候車亭(向西)	Taipei		121.5776	25.07474699	
公車站牌	1000899	東新國小	重陽路237號(向西)	Taipei		121.6021258	25.05766955	
公車站牌	10009	員山派出所	員山路150號(向北)	Taipei		121.4813853	24.99794083	
公車站牌	1000901	大同大學	大同大學(美術公園)(向東)	Taipei		121.5242636	25.06834316	
公車站牌	1000904	大佳河濱公園	大佳河濱公園(向東)	Taipei		121.5438983	25.07383547	
公車站牌	1000908	學園路口	中央北路四段學員路口北側50公尺(向南)	Taipei		121.4655161	25.12728943	
公車站牌	1000909	學園路口	中央北路四段學園路路口(向北)	Taipei		121.4656716	25.12719229	
公車站牌	1000910	北藝大游泳館	台北藝術大學陽關大道關子嶺(向西)	Taipei		121.4729941	25.13593958	
公車站牌	1000913	萬金路口	延平北路八段2巷126號對向(向西)	Taipei		121.4864995	25.1093014	
公車站牌	1000915	水河里	新北市蘆洲區民族路265號前(向東)	Taipei		121.476197	25.090684	
公車站牌	1000927	安和路口	安和路二段188號(向南)	Taipei		121.55014	25.02484	
公車站牌	1000928	秀山里	中和街515號(向東)	Taipei		121.493826634438	25.1452880512553	
公車站牌	1000930	河濱公園大佳段	濱江街148號對面(向西)	Taipei		121.5406947	25.07261377	
公車站牌	1000931	大佳國小	濱江街142號對向(向西)	Taipei		121.5363923	25.07266647	
公車站牌	1000944	空軍總部	建國南路1段176號(向南)	Taipei		121.537378	25.039916	
公車站牌	1000945	衛星電台	菁山路125巷對面(電台大門前)(向西)	Taipei		121.5647162	25.14441446	
公車站牌	1000946	衛星電台	菁山路(電台大門前)(向東)	Taipei		121.5650058	25.14478901	
公車站牌	1000954	平菁街28巷	平菁街28巷口北(向北)	Taipei		121.572175	25.136462	
公車站牌	1000956	明志和平路口	明志路一段61號(向北)	Taipei		121.4335774	25.06495802	
公車站牌	1000958	鄉長路一段	鄉長路一段29號對面(向北)	Taipei		121.665123	25.073979	
公車站牌	1000960	新泰國中北站	新泰路396號對向(向北)	Taipei		121.443718	25.043953	
公車站牌	1000962	新北大道思源路口	新北市新莊區新北大道二段233號(向東)	Taipei		121.46151	25.0605	
公車站牌	1000964	士林監理站	通河東街二段26號前(向南)	Taipei		121.5142108	25.09300599	
公車站牌	1000965	軍人公墓	研究院路3段175號南側35公尺(向東)	Taipei		121.6121944	25.0332955	
公車站牌	1000966	五谷王廟	重新路5段449號前(向南)	Taipei		121.4740976	25.04728267	
公車站牌	1000969	光明市場	三重區重安街(向西)	Taipei		121.4908403	25.05747984	
